what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"17.1-b03-307",1291149479277
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1291149480430
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1291149481309
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1291149481365
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1291149481402
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1291149481973
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1291149481998
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291149498810
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149510130
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149555798
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1291149556031
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149569637
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149582238
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149583952
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149739689
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1291149767103
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1291149769325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1291149770848
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1291149775103
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1291149775458
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1291149775631
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291149776056
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149789661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149798619
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149811361
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149821746
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291149821858
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1291149822026
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1291149822144
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291149822155
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1291149823482
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291149824040
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291149829110
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149837382
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291149863355
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149863415
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291149863555
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291149863643
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291149883498
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291150040257
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150040314
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150043737
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150051528
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150053876
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150071648
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150073591
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150112212
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150120338
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291150122380
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150122381
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150122420
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150122430
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150142189
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150188763
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150188987
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150189085
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150202734
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291150242638
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150242753
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150242925
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150242977
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1291150386994
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1291150387046
started,bundle,org.eclipse.tptp.platform.profile.server.wst,4.4.1.v201009092123,"org.eclipse.tptp.platform.profile.server.wst",1291150387133
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1291150387235
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1291150387340
started,bundle,org.eclipse.jem.util,2.1.2.v201008120100,"org.eclipse.jem.util",1291150387366
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1291150387377
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1291150387410
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1291150387422
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1291150387480
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1291150387516
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1291150387565
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1291150387596
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1291150387643
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1291150387788
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1291150387817
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1291150387944
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1291150387977
started,bundle,org.eclipse.hyades.execution,4.5.0.v201005071900,"org.eclipse.hyades.execution",1291150388231
started,bundle,org.eclipse.tptp.platform.models.hierarchy,4.7.1.v201009021900,"org.eclipse.tptp.platform.models.hierarchy",1291150388301
started,bundle,org.eclipse.tptp.platform.common.ui,4.4.300.v201005281426,"org.eclipse.tptp.platform.common.ui",1291150388353
started,bundle,org.eclipse.tptp.platform.common,4.4.1.v201009092123,"org.eclipse.tptp.platform.common",1291150388354
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291150393438
started,bundle,org.eclipse.hyades.trace.ui,4.5.101.v201009092123,"org.eclipse.hyades.trace.ui",1291150393489
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150393570
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291150393667
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150393758
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291150410071
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150468937
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150473742
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291150507149
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291150547249
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150550640
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1291150551051
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150551132
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150553281
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291150556217
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155381070
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155381471
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1291155382440
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291155384206
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291155391591
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291155393637
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155393804
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291155395928
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155396190
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291155401421
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1291155404489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155406661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155438357
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291155439632
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1291155443209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155456719
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155456772
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291155460454
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291155461881
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155478861
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291155536662
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155541295
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1291155541565
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155543142
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155622539
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155623414
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1291155624230
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291155625813
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291155627796
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291155634953
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155635097
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155637646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155654156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291155661268
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291155668187
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155671089
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155683427
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155683537
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155725209
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291155730500
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155744572
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155761266
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155771149
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291155897481
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155899898
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1291155900041
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155900626
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155968020
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291155972847
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1291155973962
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291155974616
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291155977189
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291155987416
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156010892
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291156011065
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156032167
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156043153
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291156070987
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291156072884
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156077757
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156083922
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156101111
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156101193
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291156115222
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291156179438
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156210254
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156214430
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291156217986
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156221136
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1291156221254
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156222420
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156233599
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156235401
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156819730
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156827311
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156836392
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291156836642
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291156836734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1291156838095
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291156838611
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291156839801
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156843483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156854754
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156895367
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291156895414
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.textEnd",1291157010429
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291157022654
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291157046049
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157100639
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157183974
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1291157189046
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1291157190259
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157192549
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157198171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157202178
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157219354
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1291157236647
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157240641
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157705986
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1291157717774
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291157718249
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1291157721866
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1291157721923
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1291157721987
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1291157722040
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1291157722098
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1291157722124
stopped,bundle,oracle.eclipse.tools.glassfish,3.1.0.201008201312,"oracle.eclipse.tools.glassfish",1291157722216
